Order ID,Order Date,Order Month,Order Year,Order weekday,Ship Date,Delivery time,Order Priority,Country Code,Country,Region,Sub-region,Product ID,Categories,Sales Channel,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
567751824,10/21/2011,October,2011,Friday,11/21/2011,31,C,MLT,Malta,Europe,Southern Europe,8293,Cosmetics,Online,9236,$437.20,$263.33,"$4,037,979.20","$2,432,115.88","$1,605,863.32"
569170606,4/7/2017,April,2017,Friday,4/13/2017,6,M,LVA,Latvia,Europe,Northern Europe,8969,Snacks,Offline,9085,$152.58,$97.44,"$1,386,189.30","$885,242.40","$500,946.90"
569864976,10/18/2015,October,2015,Sunday,11/30/2015,43,M,CHE,Switzerland,Europe,Western Europe,2103,Cereal,Offline,4565,$205.70,$117.11,"$939,020.50","$534,607.15","$404,413.35"
569941365,10/24/2016,October,2016,Monday,11/26/2016,33,M,AND,Andorra,Europe,Southern Europe,7331,Baby Food,Online,7170,$255.28,$159.42,"$1,830,357.60","$1,143,041.40","$687,316.20"
570476520,12/20/2010,December,2010,Monday,12/24/2010,4,L,ALB,Albania,Europe,Southern Europe,7940,Household,Online,5534,$668.27,$502.54,"$3,698,206.18","$2,781,056.36","$917,149.82"
570703542,9/19/2010,September,2010,Sunday,11/3/2010,45,C,ISL,Iceland,Europe,Northern Europe,3127,Personal Care,Offline,2715,$81.73,$56.67,"$221,896.95","$153,859.05","$68,037.90"
571161448,8/25/2014,August,2014,Monday,9/30/2014,36,L,CZE,Czech Republic,Europe,Eastern Europe,7940,Household,Online,8220,$668.27,$502.54,"$5,493,179.40","$4,130,878.80","$1,362,300.60"
571323239,12/7/2016,December,2016,Wednesday,1/1/2017,25,M,ARM,Armenia,Asia,Western Asia,5988,Vegetables,Online,6097,$154.06,$90.93,"$939,303.82","$554,400.21","$384,903.61"
572634732,3/14/2016,March,2016,Monday,4/1/2016,18,H,ROU,Romania,Europe,Eastern Europe,2103,Cereal,Online,4197,$205.70,$117.11,"$863,322.90","$491,510.67","$371,812.23"
574247491,12/5/2012,December,2012,Wednesday,12/17/2012,12,H,CZE,Czech Republic,Europe,Eastern Europe,7940,Household,Offline,1448,$668.27,$502.54,"$967,654.96","$727,677.92","$239,977.04"
574925124,6/28/2017,June,2017,Wednesday,7/13/2017,15,M,UKR,Ukraine,Europe,Eastern Europe,8293,Cosmetics,Offline,1975,$437.20,$263.33,"$863,470.00","$520,076.75","$343,393.25"
575479590,2/4/2011,February,2011,Friday,3/22/2011,46,L,AND,Andorra,Europe,Southern Europe,8969,Snacks,Online,6054,$152.58,$97.44,"$923,719.32","$589,901.76","$333,817.56"
575552117,4/3/2015,April,2015,Friday,4/26/2015,23,C,AUT,Austria,Europe,Western Europe,8681,Office Supplies,Offline,7516,$651.21,$524.96,"$4,894,494.36","$3,945,599.36","$948,895.00"
575583016,11/8/2012,November,2012,Thursday,11/24/2012,16,C,BIH,Bosnia and Herzegovina,Europe,Southern Europe,8681,Office Supplies,Offline,6660,$651.21,$524.96,"$4,337,058.60","$3,496,233.60","$840,825.00"
575758969,3/15/2011,March,2011,Tuesday,3/29/2011,14,H,FRA,France,Europe,Western Europe,3127,Personal Care,Online,8729,$81.73,$56.67,"$713,421.17","$494,672.43","$218,748.74"
576944720,9/30/2016,September,2016,Friday,10/9/2016,9,L,ALB,Albania,Europe,Southern Europe,8293,Cosmetics,Offline,9619,$437.20,$263.33,"$4,205,426.80","$2,532,971.27","$1,672,455.53"
577530944,4/22/2012,April,2012,Sunday,5/15/2012,23,C,CZE,Czech Republic,Europe,Eastern Europe,3127,Personal Care,Online,3095,$81.73,$56.67,"$252,954.35","$175,393.65","$77,560.70"
578356206,7/9/2015,July,2015,Thursday,7/15/2015,6,M,ISL,Iceland,Europe,Northern Europe,8875,Meat,Online,7309,$421.89,$364.69,"$3,083,594.01","$2,665,519.21","$418,074.80"
578666484,3/24/2013,March,2013,Sunday,4/11/2013,18,H,RUS,Russia,Europe,Eastern Europe,4594,Fruits,Offline,9127,$9.33,$6.92,"$85,154.91","$63,158.84","$21,996.07"
579094779,12/8/2010,December,2010,Wednesday,12/11/2010,3,M,CYP,Cyprus,Asia,Western Asia,5988,Vegetables,Offline,5869,$154.06,$90.93,"$904,178.14","$533,668.17","$370,509.97"
579463422,9/28/2016,September,2016,Wednesday,11/1/2016,34,L,EST,Estonia,Europe,Northern Europe,4594,Fruits,Online,4958,$9.33,$6.92,"$46,258.14","$34,309.36","$11,948.78"
580314862,5/6/2016,May,2016,Friday,5/12/2016,6,C,ISL,Iceland,Europe,Northern Europe,7331,Baby Food,Offline,6918,$255.28,$159.42,"$1,766,027.04","$1,102,867.56","$663,159.48"
580342328,9/10/2011,September,2011,Saturday,10/14/2011,34,H,ARM,Armenia,Asia,Western Asia,2103,Cereal,Offline,5046,$205.70,$117.11,"$1,037,962.20","$590,937.06","$447,025.14"
580463349,10/10/2011,October,2011,Monday,11/8/2011,29,C,UKR,Ukraine,Europe,Eastern Europe,2103,Cereal,Offline,859,$205.70,$117.11,"$176,696.30","$100,597.49","$76,098.81"
580569350,6/10/2011,June,2011,Friday,7/3/2011,23,M,IRL,Ireland,Europe,Northern Europe,1270,Beverages,Offline,2227,$47.45,$31.79,"$105,671.15","$70,796.33","$34,874.82"
580782210,2/16/2015,February,2015,Monday,2/20/2015,4,C,Unknow,Unknow,Unknow,Unknow,8681,Office Supplies,Online,5217,$651.21,$524.96,"$3,397,362.57","$2,738,716.32","$658,646.25"
581193768,4/18/2011,April,2011,Monday,4/24/2011,6,M,CYP,Cyprus,Asia,Western Asia,8969,Snacks,Online,7006,$152.58,$97.44,"$1,068,975.48","$682,664.64","$386,310.84"
582560193,5/25/2016,May,2016,Wednesday,5/28/2016,3,L,HRV,Croatia,Europe,Southern Europe,7940,Household,Online,1362,$668.27,$502.54,"$910,183.74","$684,459.48","$225,724.26"
582563626,1/31/2011,January,2011,Monday,2/19/2011,19,M,Unknow,Unknow,Unknow,Unknow,7940,Household,Online,2378,$668.27,$502.54,"$1,589,146.06","$1,195,040.12","$394,105.94"
582836139,3/31/2014,March,2014,Monday,4/5/2014,5,H,AND,Andorra,Europe,Southern Europe,8681,Office Supplies,Online,3020,$651.21,$524.96,"$1,966,654.20","$1,585,379.20","$381,275.00"
583089339,5/22/2010,May,2010,Saturday,6/26/2010,35,C,GRC,Greece,Europe,Southern Europe,8293,Cosmetics,Online,7948,$437.20,$263.33,"$3,474,865.60","$2,092,946.84","$1,381,918.76"
583451974,1/11/2016,January,2016,Monday,2/5/2016,25,H,Unknow,Unknow,Unknow,Unknow,8969,Snacks,Offline,5260,$152.58,$97.44,"$802,570.80","$512,534.40","$290,036.40"
583654105,10/7/2010,October,2010,Thursday,10/19/2010,12,C,PRT,Portugal,Europe,Southern Europe,8969,Snacks,Online,5075,$152.58,$97.44,"$774,343.50","$494,508.00","$279,835.50"
585362994,2/20/2010,February,2010,Saturday,4/11/2010,50,L,SVK,Slovakia,Europe,Eastern Europe,7940,Household,Offline,773,$668.27,$502.54,"$516,572.71","$388,463.42","$128,109.29"
585677134,4/13/2012,April,2012,Friday,5/4/2012,21,H,DNK,Denmark,Europe,Northern Europe,8969,Snacks,Online,3734,$152.58,$97.44,"$569,733.72","$363,840.96","$205,892.76"
586812674,3/15/2013,March,2013,Friday,3/31/2013,16,M,RUS,Russia,Europe,Eastern Europe,8681,Office Supplies,Offline,9766,$651.21,$524.96,"$6,359,716.86","$5,126,759.36","$1,232,957.50"
587598884,5/5/2015,May,2015,Tuesday,6/13/2015,39,H,GRC,Greece,Europe,Southern Europe,2103,Cereal,Online,2422,$205.70,$117.11,"$498,205.40","$283,640.42","$214,564.98"
587799727,2/15/2011,February,2011,Tuesday,3/27/2011,40,L,SMR,San Marino,Europe,Southern Europe,7331,Baby Food,Offline,1856,$255.28,$159.42,"$473,799.68","$295,883.52","$177,916.16"
587846076,4/26/2011,April,2011,Tuesday,5/24/2011,28,C,SWE,Sweden,Europe,Northern Europe,3127,Personal Care,Online,5572,$81.73,$56.67,"$455,399.56","$315,765.24","$139,634.32"
588528859,9/11/2011,September,2011,Sunday,10/12/2011,31,L,GRC,Greece,Europe,Southern Europe,3127,Personal Care,Online,7623,$81.73,$56.67,"$623,027.79","$431,995.41","$191,032.38"
589842927,6/9/2016,June,2016,Thursday,7/28/2016,49,M,ITA,Italy,Europe,Southern Europe,3127,Personal Care,Offline,6485,$81.73,$56.67,"$530,019.05","$367,504.95","$162,514.10"
591287887,9/20/2010,September,2010,Monday,10/2/2010,12,L,FIN,Finland,Europe,Northern Europe,4594,Fruits,Offline,4080,$9.33,$6.92,"$38,066.40","$28,233.60","$9,832.80"
591774117,5/8/2014,May,2014,Thursday,5/30/2014,22,M,SMR,San Marino,Europe,Southern Europe,2103,Cereal,Online,7967,$205.70,$117.11,"$1,638,811.90","$933,015.37","$705,796.53"
593018233,11/5/2012,November,2012,Monday,12/11/2012,36,M,CYP,Cyprus,Asia,Western Asia,8969,Snacks,Online,6128,$152.58,$97.44,"$935,010.24","$597,112.32","$337,897.92"
593158566,5/17/2012,May,2012,Thursday,6/25/2012,39,C,CYP,Cyprus,Asia,Western Asia,2455,Clothes,Online,7656,$109.28,$35.84,"$836,647.68","$274,391.04","$562,256.64"
594699656,11/14/2016,November,2016,Monday,12/30/2016,46,L,MNE,Montenegro,Europe,Southern Europe,3127,Personal Care,Offline,3699,$81.73,$56.67,"$302,319.27","$209,622.33","$92,696.94"
594813811,6/8/2012,June,2012,Friday,6/17/2012,9,M,NOR,Norway,Europe,Northern Europe,3127,Personal Care,Offline,7480,$81.73,$56.67,"$611,340.40","$423,891.60","$187,448.80"
594991052,4/22/2017,April,2017,Saturday,6/6/2017,45,M,LUX,Luxembourg,Europe,Western Europe,8969,Snacks,Offline,9929,$152.58,$97.44,"$1,514,966.82","$967,481.76","$547,485.06"
595385873,12/7/2011,December,2011,Wednesday,12/21/2011,14,M,LUX,Luxembourg,Europe,Western Europe,3127,Personal Care,Offline,6765,$81.73,$56.67,"$552,903.45","$383,372.55","$169,530.90"
595395314,5/10/2014,May,2014,Saturday,5/30/2014,20,M,SMR,San Marino,Europe,Southern Europe,1270,Beverages,Offline,9559,$47.45,$31.79,"$453,574.55","$303,880.61","$149,693.94"
595496594,10/24/2012,October,2012,Wednesday,11/4/2012,11,H,BGR,Bulgaria,Europe,Eastern Europe,3127,Personal Care,Offline,9530,$81.73,$56.67,"$778,886.90","$540,065.10","$238,821.80"
595922315,8/12/2012,August,2012,Sunday,9/4/2012,23,M,DNK,Denmark,Europe,Northern Europe,8875,Meat,Offline,5510,$421.89,$364.69,"$2,324,613.90","$2,009,441.90","$315,172.00"
596166074,11/27/2013,November,2013,Wednesday,1/13/2014,47,H,DEU,Germany,Europe,Western Europe,7331,Baby Food,Offline,7644,$255.28,$159.42,"$1,951,360.32","$1,218,606.48","$732,753.84"
597105491,9/6/2012,September,2012,Thursday,10/20/2012,44,M,MKD,Macedonia,Europe,Southern Europe,8969,Snacks,Offline,5639,$152.58,$97.44,"$860,398.62","$549,464.16","$310,934.46"
597839343,6/18/2014,June,2014,Wednesday,7/26/2014,38,C,DNK,Denmark,Europe,Northern Europe,3127,Personal Care,Offline,2802,$81.73,$56.67,"$229,007.46","$158,789.34","$70,218.12"
598404109,11/3/2014,November,2014,Monday,11/18/2014,15,H,Unknow,Unknow,Unknow,Unknow,4594,Fruits,Online,9929,$9.33,$6.92,"$92,637.57","$68,708.68","$23,928.89"
599624192,9/3/2012,September,2012,Monday,9/21/2012,18,L,SRB,Serbia,Europe,Southern Europe,1270,Beverages,Online,978,$47.45,$31.79,"$46,406.10","$31,090.62","$15,315.48"
599997556,2/13/2012,February,2012,Monday,2/14/2012,1,H,Unknow,Unknow,Unknow,Unknow,1270,Beverages,Offline,1465,$47.45,$31.79,"$69,514.25","$46,572.35","$22,941.90"
600515115,7/12/2015,July,2015,Sunday,8/30/2015,49,M,CYP,Cyprus,Asia,Western Asia,4594,Fruits,Offline,4622,$9.33,$6.92,"$43,123.26","$31,984.24","$11,139.02"
601422345,3/4/2010,March,2010,Thursday,3/20/2010,16,C,NLD,Netherlands,Europe,Western Europe,1270,Beverages,Online,3092,$47.45,$31.79,"$146,715.40","$98,294.68","$48,420.72"
601588857,9/1/2013,September,2013,Sunday,9/10/2013,9,H,Unknow,Unknow,Unknow,Unknow,2455,Clothes,Offline,2366,$109.28,$35.84,"$258,556.48","$84,797.44","$173,759.04"
601886260,4/9/2014,April,2014,Wednesday,5/27/2014,48,C,FRA,France,Europe,Western Europe,4594,Fruits,Offline,374,$9.33,$6.92,"$3,489.42","$2,588.08",$901.34
601894414,3/2/2010,March,2010,Tuesday,3/19/2010,17,M,SVK,Slovakia,Europe,Eastern Europe,8681,Office Supplies,Offline,2787,$651.21,$524.96,"$1,814,922.27","$1,463,063.52","$351,858.75"
602264344,12/4/2014,December,2014,Thursday,1/7/2015,34,H,MLT,Malta,Europe,Southern Europe,8681,Office Supplies,Offline,2258,$651.21,$524.96,"$1,470,432.18","$1,185,359.68","$285,072.50"
602301251,9/11/2012,September,2012,Tuesday,9/27/2012,16,M,ITA,Italy,Europe,Southern Europe,2455,Clothes,Offline,3180,$109.28,$35.84,"$347,510.40","$113,971.20","$233,539.20"
602357041,4/24/2015,April,2015,Friday,5/5/2015,11,L,RUS,Russia,Europe,Eastern Europe,3127,Personal Care,Online,9689,$81.73,$56.67,"$791,881.97","$549,075.63","$242,806.34"
604124295,3/16/2015,March,2015,Monday,4/2/2015,17,C,MKD,Macedonia,Europe,Southern Europe,8875,Meat,Online,2659,$421.89,$364.69,"$1,121,805.51","$969,710.71","$152,094.80"
604494225,5/22/2012,May,2012,Tuesday,6/25/2012,34,L,GEO,Georgia,Asia,Western Asia,3127,Personal Care,Offline,2129,$81.73,$56.67,"$174,003.17","$120,650.43","$53,352.74"
605029380,2/12/2014,February,2014,Wednesday,2/18/2014,6,H,FRA,France,Europe,Western Europe,4594,Fruits,Offline,493,$9.33,$6.92,"$4,599.69","$3,411.56","$1,188.13"
606118571,11/6/2014,November,2014,Thursday,11/18/2014,12,H,ROU,Romania,Europe,Eastern Europe,5988,Vegetables,Offline,2809,$154.06,$90.93,"$432,754.54","$255,422.37","$177,332.17"
606224572,7/8/2014,July,2014,Tuesday,7/15/2014,7,M,DNK,Denmark,Europe,Northern Europe,8293,Cosmetics,Offline,4177,$437.20,$263.33,"$1,826,184.40","$1,099,929.41","$726,254.99"
607620608,9/12/2010,September,2010,Sunday,9/20/2010,8,H,Unknow,Unknow,Unknow,Unknow,1270,Beverages,Online,7296,$47.45,$31.79,"$346,195.20","$231,939.84","$114,255.36"
607756221,8/3/2016,August,2016,Wednesday,8/11/2016,8,H,LVA,Latvia,Europe,Northern Europe,7940,Household,Online,7426,$668.27,$502.54,"$4,962,573.02","$3,731,862.04","$1,230,710.98"
608374631,4/11/2016,April,2016,Monday,4/12/2016,1,M,ITA,Italy,Europe,Southern Europe,5988,Vegetables,Offline,428,$154.06,$90.93,"$65,937.68","$38,918.04","$27,019.64"
608451879,1/27/2014,January,2014,Monday,3/1/2014,33,C,Unknow,Unknow,Unknow,Unknow,7331,Baby Food,Online,3287,$255.28,$159.42,"$839,105.36","$524,013.54","$315,091.82"
609939754,11/10/2013,November,2013,Sunday,11/30/2013,20,M,BEL,Belgium,Europe,Western Europe,4594,Fruits,Online,3582,$9.33,$6.92,"$33,420.06","$24,787.44","$8,632.62"
609952628,12/20/2010,December,2010,Monday,1/31/2011,42,M,RUS,Russia,Europe,Eastern Europe,8875,Meat,Online,7392,$421.89,$364.69,"$3,118,610.88","$2,695,788.48","$422,822.40"
611766231,1/21/2011,January,2011,Friday,2/26/2011,36,C,NLD,Netherlands,Europe,Western Europe,7331,Baby Food,Offline,4077,$255.28,$159.42,"$1,040,776.56","$649,955.34","$390,821.22"
611791121,1/25/2016,January,2016,Monday,3/3/2016,38,C,UKR,Ukraine,Europe,Eastern Europe,8969,Snacks,Offline,1443,$152.58,$97.44,"$220,172.94","$140,605.92","$79,567.02"
613166129,9/2/2011,September,2011,Friday,10/21/2011,49,M,BLR,Belarus,Europe,Eastern Europe,8293,Cosmetics,Offline,8338,$437.20,$263.33,"$3,645,373.60","$2,195,645.54","$1,449,728.06"
614054477,8/12/2016,August,2016,Friday,8/16/2016,4,C,BLR,Belarus,Europe,Eastern Europe,5988,Vegetables,Online,1220,$154.06,$90.93,"$187,953.20","$110,934.60","$77,018.60"
614321839,5/23/2016,May,2016,Monday,7/5/2016,43,H,SMR,San Marino,Europe,Southern Europe,8875,Meat,Online,339,$421.89,$364.69,"$143,020.71","$123,629.91","$19,390.80"
614597785,3/29/2014,March,2014,Saturday,5/14/2014,46,C,MNE,Montenegro,Europe,Southern Europe,8293,Cosmetics,Offline,1997,$437.20,$263.33,"$873,088.40","$525,870.01","$347,218.39"
615080583,8/11/2015,August,2015,Tuesday,9/19/2015,39,C,PRT,Portugal,Europe,Southern Europe,2103,Cereal,Online,4868,$205.70,$117.11,"$1,001,347.60","$570,091.48","$431,256.12"
615290009,1/14/2017,January,2017,Saturday,1/18/2017,4,M,DEU,Germany,Europe,Western Europe,8875,Meat,Offline,6842,$421.89,$364.69,"$2,886,571.38","$2,495,208.98","$391,362.40"
616775310,5/7/2011,May,2011,Saturday,5/24/2011,17,C,Unknow,Unknow,Unknow,Unknow,8681,Office Supplies,Offline,6375,$651.21,$524.96,"$4,151,463.75","$3,346,620.00","$804,843.75"
621577537,9/9/2015,September,2015,Wednesday,9/16/2015,7,L,ARM,Armenia,Asia,Western Asia,7940,Household,Offline,7461,$668.27,$502.54,"$4,985,962.47","$3,749,450.94","$1,236,511.53"
622441852,5/26/2012,May,2012,Saturday,5/28/2012,2,L,SVN,Slovenia,Europe,Southern Europe,2455,Clothes,Online,3231,$109.28,$35.84,"$353,083.68","$115,799.04","$237,284.64"
623821580,10/15/2016,October,2016,Saturday,10/31/2016,16,L,BIH,Bosnia and Herzegovina,Europe,Southern Europe,4594,Fruits,Offline,1523,$9.33,$6.92,"$14,209.59","$10,539.16","$3,670.43"
624348151,11/14/2012,November,2012,Wednesday,12/8/2012,24,C,UKR,Ukraine,Europe,Eastern Europe,8681,Office Supplies,Online,7347,$651.21,$524.96,"$4,784,439.87","$3,856,881.12","$927,558.75"
624398362,6/30/2017,June,2017,Friday,7/24/2017,24,C,BLR,Belarus,Europe,Eastern Europe,8681,Office Supplies,Offline,2206,$651.21,$524.96,"$1,436,569.26","$1,158,061.76","$278,507.50"
624940383,3/2/2016,March,2016,Wednesday,3/30/2016,28,H,GBR,United Kingdom,Europe,Northern Europe,8293,Cosmetics,Offline,2602,$437.20,$263.33,"$1,137,594.40","$685,184.66","$452,409.74"
625751483,9/29/2015,September,2015,Tuesday,10/1/2015,2,H,SMR,San Marino,Europe,Southern Europe,3127,Personal Care,Offline,2624,$81.73,$56.67,"$214,459.52","$148,702.08","$65,757.44"
626011979,1/2/2011,January,2011,Sunday,1/11/2011,9,L,MCO,Monaco,Europe,Western Europe,2455,Clothes,Offline,9711,$109.28,$35.84,"$1,061,218.08","$348,042.24","$713,175.84"
626109397,8/7/2012,August,2012,Tuesday,9/15/2012,39,C,UKR,Ukraine,Europe,Eastern Europe,2103,Cereal,Online,8539,$205.70,$117.11,"$1,756,472.30","$1,000,002.29","$756,470.01"
626322257,4/15/2016,April,2016,Friday,5/5/2016,20,M,Unknow,Unknow,Unknow,Unknow,3127,Personal Care,Offline,1529,$81.73,$56.67,"$124,965.17","$86,648.43","$38,316.74"
626453149,5/24/2013,May,2013,Friday,6/10/2013,17,C,PRT,Portugal,Europe,Southern Europe,8293,Cosmetics,Offline,263,$437.20,$263.33,"$114,983.60","$69,255.79","$45,727.81"
627003753,2/19/2010,February,2010,Friday,3/26/2010,35,M,ROU,Romania,Europe,Eastern Europe,8875,Meat,Offline,3199,$421.89,$364.69,"$1,349,626.11","$1,166,643.31","$182,982.80"
627432048,6/2/2015,June,2015,Tuesday,6/23/2015,21,C,CYP,Cyprus,Asia,Western Asia,3127,Personal Care,Online,9941,$81.73,$56.67,"$812,477.93","$563,356.47","$249,121.46"
628055179,4/26/2016,April,2016,Tuesday,5/13/2016,17,M,EST,Estonia,Europe,Northern Europe,8681,Office Supplies,Offline,4339,$651.21,$524.96,"$2,825,600.19","$2,277,801.44","$547,798.75"
628515231,12/25/2015,December,2015,Friday,2/1/2016,38,L,SVK,Slovakia,Europe,Eastern Europe,5988,Vegetables,Online,479,$154.06,$90.93,"$73,794.74","$43,555.47","$30,239.27"
628595054,9/8/2011,September,2011,Thursday,10/21/2011,43,M,HUN,Hungary,Europe,Eastern Europe,4594,Fruits,Offline,4100,$9.33,$6.92,"$38,253.00","$28,372.00","$9,881.00"
629301440,7/19/2010,July,2010,Monday,7/29/2010,10,L,IRL,Ireland,Europe,Northern Europe,7331,Baby Food,Offline,3135,$255.28,$159.42,"$800,302.80","$499,781.70","$300,521.10"
630219399,2/21/2014,February,2014,Friday,3/14/2014,21,L,SRB,Serbia,Europe,Southern Europe,7331,Baby Food,Offline,4780,$255.28,$159.42,"$1,220,238.40","$762,027.60","$458,210.80"
630931794,3/3/2013,March,2013,Sunday,4/1/2013,29,H,MNE,Montenegro,Europe,Southern Europe,7331,Baby Food,Offline,5593,$255.28,$159.42,"$1,427,781.04","$891,636.06","$536,144.98"
631172120,3/15/2012,March,2012,Thursday,4/20/2012,36,C,GEO,Georgia,Asia,Western Asia,8875,Meat,Offline,6711,$421.89,$364.69,"$2,831,303.79","$2,447,434.59","$383,869.20"
631460940,9/25/2014,September,2014,Thursday,10/5/2014,10,M,SVN,Slovenia,Europe,Southern Europe,8875,Meat,Offline,2180,$421.89,$364.69,"$919,720.20","$795,024.20","$124,696.00"
631463515,8/21/2012,August,2012,Tuesday,9/25/2012,35,L,CZE,Czech Republic,Europe,Eastern Europe,2455,Clothes,Offline,2942,$109.28,$35.84,"$321,501.76","$105,441.28","$216,060.48"
633312737,7/17/2011,July,2011,Sunday,8/11/2011,25,L,FRA,France,Europe,Western Europe,8875,Meat,Offline,167,$421.89,$364.69,"$70,455.63","$60,903.23","$9,552.40"
633806264,4/15/2014,April,2014,Tuesday,4/26/2014,11,M,FRA,France,Europe,Western Europe,2455,Clothes,Online,6213,$109.28,$35.84,"$678,956.64","$222,673.92","$456,282.72"
633992946,1/4/2014,January,2014,Saturday,1/6/2014,2,H,HUN,Hungary,Europe,Eastern Europe,4594,Fruits,Offline,1456,$9.33,$6.92,"$13,584.48","$10,075.52","$3,508.96"
634033286,1/14/2014,January,2014,Tuesday,1/15/2014,1,M,NOR,Norway,Europe,Northern Europe,3127,Personal Care,Offline,3394,$81.73,$56.67,"$277,391.62","$192,337.98","$85,053.64"
636278617,2/2/2014,February,2014,Sunday,3/22/2014,48,H,ITA,Italy,Europe,Southern Europe,4594,Fruits,Online,7837,$9.33,$6.92,"$73,119.21","$54,232.04","$18,887.17"
636360585,2/5/2013,February,2013,Tuesday,3/8/2013,31,H,PRT,Portugal,Europe,Southern Europe,2103,Cereal,Offline,2093,$205.70,$117.11,"$430,530.10","$245,111.23","$185,418.87"
636907756,2/26/2015,February,2015,Thursday,4/1/2015,34,C,GEO,Georgia,Asia,Western Asia,5988,Vegetables,Online,4013,$154.06,$90.93,"$618,242.78","$364,902.09","$253,340.69"
637040793,7/26/2015,July,2015,Sunday,8/4/2015,9,L,SVK,Slovakia,Europe,Eastern Europe,8969,Snacks,Online,3382,$152.58,$97.44,"$516,025.56","$329,542.08","$186,483.48"
637188422,3/20/2014,March,2014,Thursday,4/29/2014,40,C,FRA,France,Europe,Western Europe,8293,Cosmetics,Online,7069,$437.20,$263.33,"$3,090,566.80","$1,861,479.77","$1,229,087.03"
638041150,10/9/2012,October,2012,Tuesday,11/28/2012,50,L,BIH,Bosnia and Herzegovina,Europe,Southern Europe,7331,Baby Food,Online,9410,$255.28,$159.42,"$2,402,184.80","$1,500,142.20","$902,042.60"
638314521,9/17/2012,September,2012,Monday,10/15/2012,28,H,Unknow,Unknow,Unknow,Unknow,8875,Meat,Online,306,$421.89,$364.69,"$129,098.34","$111,595.14","$17,503.20"
638593900,10/26/2012,October,2012,Friday,12/12/2012,47,L,SWE,Sweden,Europe,Northern Europe,8293,Cosmetics,Online,2981,$437.20,$263.33,"$1,303,293.20","$784,986.73","$518,306.47"
638856971,7/24/2013,July,2013,Wednesday,8/21/2013,28,M,BLR,Belarus,Europe,Eastern Europe,3127,Personal Care,Online,829,$81.73,$56.67,"$67,754.17","$46,979.43","$20,774.74"
638937652,8/12/2013,August,2013,Monday,9/6/2013,25,L,NOR,Norway,Europe,Northern Europe,4594,Fruits,Offline,4705,$9.33,$6.92,"$43,897.65","$32,558.60","$11,339.05"
638957822,5/31/2017,May,2017,Wednesday,6/24/2017,24,M,SVK,Slovakia,Europe,Eastern Europe,1270,Beverages,Online,673,$47.45,$31.79,"$31,933.85","$21,394.67","$10,539.18"
639126908,3/30/2011,March,2011,Wednesday,5/10/2011,41,C,BIH,Bosnia and Herzegovina,Europe,Southern Europe,2103,Cereal,Online,710,$205.70,$117.11,"$146,047.00","$83,148.10","$62,898.90"
640295922,4/1/2015,April,2015,Wednesday,4/3/2015,2,M,BIH,Bosnia and Herzegovina,Europe,Southern Europe,7331,Baby Food,Online,6647,$255.28,$159.42,"$1,696,846.16","$1,059,664.74","$637,181.42"
640394628,10/19/2015,October,2015,Monday,11/7/2015,19,H,BIH,Bosnia and Herzegovina,Europe,Southern Europe,8681,Office Supplies,Offline,5856,$651.21,$524.96,"$3,813,485.76","$3,074,165.76","$739,320.00"
640476596,10/21/2014,October,2014,Tuesday,10/24/2014,3,H,ISL,Iceland,Europe,Northern Europe,4594,Fruits,Online,112,$9.33,$6.92,"$1,044.96",$775.04,$269.92
641537463,11/2/2015,November,2015,Monday,12/14/2015,42,H,BGR,Bulgaria,Europe,Eastern Europe,8681,Office Supplies,Online,4047,$651.21,$524.96,"$2,635,446.87","$2,124,513.12","$510,933.75"
642123687,5/25/2011,May,2011,Wednesday,5/30/2011,5,M,GRC,Greece,Europe,Southern Europe,1270,Beverages,Online,7523,$47.45,$31.79,"$356,966.35","$239,156.17","$117,810.18"
642953670,10/27/2015,October,2015,Tuesday,12/9/2015,43,M,NLD,Netherlands,Europe,Western Europe,1270,Beverages,Offline,3134,$47.45,$31.79,"$148,708.30","$99,629.86","$49,078.44"
643027484,5/11/2011,May,2011,Wednesday,5/18/2011,7,H,ISL,Iceland,Europe,Northern Europe,8875,Meat,Online,4977,$421.89,$364.69,"$2,099,746.53","$1,815,062.13","$284,684.40"
643259227,4/26/2012,April,2012,Thursday,4/26/2012,0,L,CHE,Switzerland,Europe,Western Europe,8875,Meat,Offline,3555,$421.89,$364.69,"$1,499,818.95","$1,296,472.95","$203,346.00"
643448483,7/9/2017,July,2017,Sunday,7/25/2017,16,L,GRC,Greece,Europe,Southern Europe,4594,Fruits,Online,9560,$9.33,$6.92,"$89,194.80","$66,155.20","$23,039.60"
643770778,7/24/2015,July,2015,Friday,7/31/2015,7,L,GEO,Georgia,Asia,Western Asia,3127,Personal Care,Offline,4934,$81.73,$56.67,"$403,255.82","$279,609.78","$123,646.04"
644592607,7/6/2016,July,2016,Wednesday,7/31/2016,25,H,BLR,Belarus,Europe,Eastern Europe,8681,Office Supplies,Offline,8131,$651.21,$524.96,"$5,294,988.51","$4,268,449.76","$1,026,538.75"
645111024,9/12/2016,September,2016,Monday,9/26/2016,14,C,GRC,Greece,Europe,Southern Europe,8875,Meat,Offline,1543,$421.89,$364.69,"$650,976.27","$562,716.67","$88,259.60"
